words	nodeTypes	synsetCount	units
chopper	NOUN	4	batmanforever
barrel	NOUN	6	batmanforever
mouth	NOUN	11	batmanforever
moment	NOUN	6	batmanforever
chopper	NOUN	4	batmanforever
bank	NOUN	18	batmanforever
mouth	NOUN	11	batmanforever
mouth	NOUN	11	batmanforever
chopper	NOUN	4	batmanforever
chain	NOUN	12	batmanforever
floss	NOUN	3	batmanforever
tooth	NOUN	5	batmanforever
chain	NOUN	12	batmanforever
barricade	NOUN	5	batmanforever
tooth	NOUN	5	batmanforever
tooth	NOUN	5	batmanforever
face	NOUN	22	batmanforever
glow	NOUN	12	batmanforever
face	NOUN	22	batmanforever
pov	NOUN	0	batmanforever
sign	NOUN	20	batmanforever
one	NOUN	9	batmanforever
neon	NOUN	1	batmanforever
sun	NOUN	7	batmanforever
logo	NOUN	1	batmanforever
yellow	NOUN	8	batmanforever
red	NOUN	7	batmanforever
message	NOUN	5	batmanforever
gun	NOUN	8	batmanforever
chopper	NOUN	4	batmanforever
engine	NOUN	4	batmanforever
chopper	NOUN	4	batmanforever
neon	NOUN	1	batmanforever
star	NOUN	12	batmanforever
direction	NOUN	9	batmanforever
control	NOUN	19	batmanforever
chopper	NOUN	4	batmanforever
hold	NOUN	45	batmanforever
hatch	NOUN	8	batmanforever
chain	NOUN	12	batmanforever
face	NOUN	22	batmanforever
steroid	NOUN	2	batmanforever
eating	NOUN	7	batmanforever
rubber	NOUN	7	batmanforever
cross	NOUN	16	batmanforever
night	NOUN	8	batmanforever
rat	NOUN	11	batmanforever
cape	NOUN	2	batmanforever
plexi	NOUN	0	batmanforever
glass	NOUN	12	batmanforever
boss	NOUN	8	batmanforever
machine	NOUN	8	batmanforever
pistol	NOUN	1	batmanforever
no	NOUN	6	batmanforever
spray	NOUN	9	batmanforever
hole	NOUN	10	batmanforever
windshield	NOUN	1	batmanforever
cape	NOUN	2	batmanforever
windscreen	NOUN	1	batmanforever
chopper	NOUN	4	batmanforever
dive	NOUN	7	batmanforever
face	NOUN	22	batmanforever
pilot	NOUN	8	batmanforever
chair	NOUN	7	batmanforever
corpse	NOUN	1	batmanforever
control	NOUN	19	batmanforever
fist	NOUN	1	batmanforever
side	NOUN	14	batmanforever
window	NOUN	8	batmanforever
jaw	NOUN	7	batmanforever
help	NOUN	12	batmanforever
strut	NOUN	3	batmanforever
side	NOUN	14	batmanforever
bird	NOUN	6	batmanforever
face	NOUN	22	batmanforever
word	NOUN	11	batmanforever
wisdom	NOUN	5	batmanforever
ex	NOUN	4	batmanforever
-	NOUN	0	batmanforever
friend	NOUN	5	batmanforever
face	NOUN	22	batmanforever
foot	NOUN	14	batmanforever
face	NOUN	22	batmanforever
foot	NOUN	14	batmanforever
floor	NOUN	12	batmanforever
way	NOUN	13	batmanforever
bird	NOUN	6	batmanforever
face	NOUN	22	batmanforever
home	NOUN	17	batmanforever
year	NOUN	4	batmanforever
life	NOUN	14	batmanforever
way	NOUN	13	batmanforever
waltz	NOUN	4	batmanforever
throat	NOUN	4	batmanforever
bullshit	NOUN	2	batmanforever
killer	NOUN	4	batmanforever
word	NOUN	11	batmanforever
beat	NOUN	34	batmanforever
distraction	NOUN	4	batmanforever
face	NOUN	22	batmanforever
sight	NOUN	9	batmanforever
hand	NOUN	16	batmanforever
support	NOUN	22	batmanforever
strut	NOUN	3	batmanforever
bird	NOUN	6	batmanforever
statue	NOUN	1	batmanforever
control	NOUN	19	batmanforever
chopper	NOUN	4	batmanforever
course	NOUN	13	batmanforever
chopper	NOUN	4	batmanforever
side	NOUN	14	batmanforever
time	NOUN	15	batmanforever
cargo	NOUN	1	batmanforever
hatch	NOUN	8	batmanforever
face	NOUN	22	batmanforever
pal	NOUN	2	batmanforever
cargo	NOUN	1	batmanforever
hatch	NOUN	8	batmanforever
disbelief	NOUN	2	batmanforever
face	NOUN	22	batmanforever
plummet	NOUN	2	batmanforever
water	NOUN	10	batmanforever
flurry	NOUN	4	batmanforever
color	NOUN	15	batmanforever
lighthouse	NOUN	1	batmanforever
beam	NOUN	13	batmanforever
parachute	NOUN	2	batmanforever
windshield	NOUN	1	batmanforever
statue	NOUN	1	batmanforever
helicopter	NOUN	1	batmanforever
helicopter	NOUN	1	batmanforever
side	NOUN	14	batmanforever
face	NOUN	22	batmanforever
fireball	NOUN	4	batmanforever
night	NOUN	8	batmanforever
eye	NOUN	6	batmanforever
scream	NOUN	6	batmanforever
shot	NOUN	38	batmanforever
pair	NOUN	9	batmanforever
rose	NOUN	21	batmanforever
pavement	NOUN	3	batmanforever
boy	NOUN	4	batmanforever
storm	NOUN	8	batmanforever
book	NOUN	15	batmanforever
hand	NOUN	16	batmanforever
fall	NOUN	44	batmanforever
stone	NOUN	16	batmanforever
chute	NOUN	3	batmanforever
cave	NOUN	3	batmanforever
face	NOUN	22	batmanforever
word	NOUN	11	batmanforever
killer	NOUN	4	batmanforever
water	NOUN	10	batmanforever
eye	NOUN	6	batmanforever
harbor	NOUN	6	batmanforever
cowl	NOUN	3	batmanforever
surface	NOUN	10	batmanforever
breath	NOUN	5	batmanforever
sky	NOUN	2	batmanforever
face	NOUN	22	batmanforever
night	NOUN	8	batmanforever
light	NOUN	47	batmanforever
cubicle	NOUN	3	batmanforever
desk	NOUN	1	batmanforever
invention	NOUN	3	batmanforever
sweat	NOUN	5	batmanforever
brow	NOUN	3	batmanforever
lip	NOUN	5	batmanforever
repetition	NOUN	3	batmanforever
question	NOUN	11	batmanforever
question	NOUN	11	batmanforever
picture	NOUN	12	batmanforever
hell	NOUN	6	batmanforever
cubicle	NOUN	3	batmanforever
project	NOUN	14	batmanforever
security	NOUN	9	batmanforever
head	NOUN	42	batmanforever
coffee	NOUN	4	batmanforever
pot	NOUN	10	batmanforever
swivel	NOUN	2	batmanforever
chair	NOUN	7	batmanforever
headband	NOUN	1	batmanforever
head	NOUN	42	batmanforever
tv	NOUN	2	batmanforever
contraption	NOUN	1	batmanforever
fishing	NOUN	4	batmanforever
show	NOUN	16	batmanforever
bit	NOUN	15	batmanforever
transceiver	NOUN	0	batmanforever
tv	NOUN	2	batmanforever
button	NOUN	9	batmanforever
and-	NOUN	0	batmanforever
beam	NOUN	13	batmanforever
tv	NOUN	2	batmanforever
screen	NOUN	16	batmanforever
representation	NOUN	10	batmanforever
fisherman	NOUN	1	batmanforever
prize	NOUN	7	batmanforever
bass	NOUN	9	batmanforever
STICKLEY	NOUN	0	batmanforever
pov	NOUN	0	batmanforever
shore	NOUN	5	batmanforever
fisherman	NOUN	1	batmanforever
catch	NOUN	39	batmanforever
face	NOUN	22	batmanforever
tv	NOUN	2	batmanforever
signal	NOUN	6	batmanforever
resolution	NOUN	11	batmanforever
power	NOUN	10	batmanforever
power	NOUN	10	batmanforever
toggle	NOUN	6	batmanforever
light	NOUN	47	batmanforever
tv	NOUN	2	batmanforever
eye	NOUN	6	batmanforever
effect	NOUN	8	batmanforever
opposite	NOUN	11	batmanforever
overload	NOUN	5	batmanforever
man	NOUN	13	batmanforever
light	NOUN	47	batmanforever
face	NOUN	22	batmanforever
hand	NOUN	16	batmanforever
hand	NOUN	16	batmanforever
eye	NOUN	6	batmanforever
thing	NOUN	12	batmanforever
power	NOUN	10	batmanforever
game	NOUN	14	batmanforever
show	NOUN	16	batmanforever
host	NOUN	11	batmanforever
contestant	NOUN	2	batmanforever
machine	NOUN	8	batmanforever
side	NOUN	14	batmanforever
effect	NOUN	8	batmanforever
feed	NOUN	13	batmanforever
loop	NOUN	15	batmanforever
brain	NOUN	7	batmanforever
energy	NOUN	7	batmanforever
break-	NOUN	0	batmanforever
breakdown	NOUN	4	batmanforever
genius	NOUN	5	batmanforever
genius	NOUN	5	batmanforever
genius	NOUN	5	batmanforever
lip	NOUN	5	batmanforever
finger	NOUN	7	batmanforever
order	NOUN	24	batmanforever
cook	NOUN	7	batmanforever
order	NOUN	24	batmanforever
brain	NOUN	7	batmanforever
fry	NOUN	6	batmanforever
neuron	NOUN	1	batmanforever
scientist	NOUN	1	batmanforever
symptom	NOUN	2	batmanforever
overload	NOUN	5	batmanforever
notation	NOUN	3	batmanforever
setting	NOUN	32	batmanforever
subject	NOUN	15	batmanforever
pacing	NOUN	6	batmanforever
mind	NOUN	13	batmanforever
course	NOUN	13	batmanforever
power	NOUN	10	batmanforever
your	NOUN	0	batmanforever
pump	NOUN	11	batmanforever
reason	NOUN	9	batmanforever
cog	NOUN	4	batmanforever
nate	NOUN	0	batmanforever
court	NOUN	14	batmanforever
life	NOUN	14	batmanforever
pump	NOUN	11	batmanforever
penchant	NOUN	1	batmanforever
anagramatic	NOUN	0	batmanforever
acrostic	NOUN	2	batmanforever
crypto	NOUN	0	batmanforever
bode	NOUN	1	batmanforever
runt	NOUN	1	batmanforever
gourmet	NOUN	1	batmanforever
appetizer	NOUN	1	batmanforever
meal	NOUN	3	batmanforever
substance	NOUN	7	batmanforever
course	NOUN	13	batmanforever
palette	NOUN	3	batmanforever
mind	NOUN	13	batmanforever
hero	NOUN	7	batmanforever
nobleman	NOUN	1	batmanforever
poet	NOUN	1	batmanforever
chick	NOUN	2	batmanforever
skirt	NOUN	8	batmanforever
floor	NOUN	12	batmanforever
swivel	NOUN	2	batmanforever
chair	NOUN	7	batmanforever
head	NOUN	42	batmanforever
window	NOUN	8	batmanforever
regret	NOUN	5	batmanforever
chair	NOUN	7	batmanforever
edge	NOUN	10	batmanforever
building	NOUN	14	batmanforever
dam	NOUN	4	batmanforever
rushing	NOUN	9	batmanforever
water	NOUN	10	batmanforever
precipice	NOUN	1	batmanforever
wire	NOUN	9	batmanforever
headband	NOUN	1	batmanforever
_	NOUN	0	batmanforever
invention	NOUN	3	batmanforever
head	NOUN	42	batmanforever
death	NOUN	8	batmanforever
race	NOUN	10	batmanforever
mark	NOUN	30	batmanforever
picture	NOUN	12	batmanforever
work	NOUN	34	batmanforever
question	NOUN	11	batmanforever
mark	NOUN	30	batmanforever
frenzy	NOUN	1	batmanforever
magazine	NOUN	6	batmanforever
desk	NOUN	1	batmanforever
word	NOUN	11	batmanforever
piece	NOUN	18	batmanforever
paper	NOUN	9	batmanforever
year	NOUN	4	batmanforever
percent	NOUN	1	batmanforever
lifespan	NOUN	1	batmanforever
glory	NOUN	4	batmanforever
profit	NOUN	4	batmanforever
cover	NOUN	36	batmanforever
floor	NOUN	12	batmanforever
question	NOUN	11	batmanforever
question	NOUN	11	batmanforever
picture	NOUN	12	batmanforever
glass	NOUN	12	batmanforever
place	NOUN	32	batmanforever
time	NOUN	15	batmanforever
answer	NOUN	15	batmanforever
series	NOUN	7	batmanforever
scream	NOUN	6	batmanforever
shot	NOUN	38	batmanforever
rose	NOUN	21	batmanforever
pavement	NOUN	3	batmanforever
boy	NOUN	4	batmanforever
parlor	NOUN	2	batmanforever
coffin	NOUN	2	batmanforever
whip	NOUN	11	batmanforever
hallway	NOUN	1	batmanforever
hand	NOUN	16	batmanforever
leather	NOUN	2	batmanforever
book	NOUN	15	batmanforever
page	NOUN	9	batmanforever
blood	NOUN	6	batmanforever
wind	NOUN	15	batmanforever
candle	NOUN	3	batmanforever
boy	NOUN	4	batmanforever
night	NOUN	8	batmanforever
book	NOUN	15	batmanforever
hand	NOUN	16	batmanforever
sinkhole	NOUN	1	batmanforever
fall	NOUN	44	batmanforever
chute	NOUN	3	batmanforever
boy	NOUN	4	batmanforever
cave	NOUN	3	batmanforever
fang	NOUN	4	batmanforever
killer	NOUN	4	batmanforever
bed	NOUN	13	batmanforever
image	NOUN	11	batmanforever
curtain	NOUN	3	batmanforever
autumn	NOUN	1	batmanforever
sun	NOUN	7	batmanforever
dream	NOUN	8	batmanforever
wonder	NOUN	6	batmanforever
set	NOUN	45	batmanforever
bruise	NOUN	5	batmanforever
shade	NOUN	13	batmanforever
purple	NOUN	7	batmanforever
look	NOUN	14	batmanforever
sir	NOUN	2	batmanforever
night	NOUN	8	batmanforever
floor	NOUN	12	batmanforever
imposition	NOUN	2	batmanforever
care	NOUN	11	batmanforever
equipment	NOUN	1	batmanforever
worry	NOUN	8	batmanforever
robe	NOUN	4	batmanforever
accident	NOUN	2	batmanforever
window	NOUN	8	batmanforever
head	NOUN	42	batmanforever
personnel	NOUN	2	batmanforever
brain	NOUN	7	batmanforever
power	NOUN	10	batmanforever
talent	NOUN	2	batmanforever
year	NOUN	4	batmanforever
office	NOUN	7	batmanforever
shoulder	NOUN	8	batmanforever
shoulder	NOUN	8	batmanforever
cheek	NOUN	5	batmanforever
cheek	NOUN	5	batmanforever
---we're	NOUN	0	batmanforever
face	NOUN	22	batmanforever
way	NOUN	13	batmanforever
note	NOUN	13	batmanforever
cubicle	NOUN	3	batmanforever
handwriting	NOUN	3	batmanforever
sentence	NOUN	4	batmanforever
structure	NOUN	6	batmanforever
spelling	NOUN	7	batmanforever
memory	NOUN	5	batmanforever
thing	NOUN	12	batmanforever
side	NOUN	14	batmanforever
door	NOUN	5	batmanforever
office	NOUN	7	batmanforever
floor	NOUN	12	batmanforever
computer	NOUN	2	batmanforever
record	NOUN	13	batmanforever
one	NOUN	9	batmanforever
record	NOUN	13	batmanforever
people	NOUN	6	batmanforever
cop	NOUN	3	batmanforever
hand	NOUN	16	batmanforever
note	NOUN	13	batmanforever
respect	NOUN	9	batmanforever
police	NOUN	2	batmanforever
touch	NOUN	27	batmanforever
office	NOUN	7	batmanforever
secretary	NOUN	4	batmanforever
society	NOUN	4	batmanforever
matron	NOUN	3	batmanforever
record	NOUN	13	batmanforever
time	NOUN	15	batmanforever
press	NOUN	23	batmanforever
charity	NOUN	5	batmanforever
circus	NOUN	6	batmanforever
world	NOUN	9	batmanforever
end	NOUN	18	batmanforever
envelope	NOUN	6	batmanforever
desk	NOUN	1	batmanforever
postmark	NOUN	2	batmanforever
stamp	NOUN	18	batmanforever
envelope	NOUN	6	batmanforever
letter	NOUN	8	batmanforever
photo	NOUN	1	batmanforever
letter	NOUN	8	batmanforever
newspaper	NOUN	4	batmanforever
magazine	NOUN	6	batmanforever
eyebrow	NOUN	1	batmanforever
town	NOUN	4	batmanforever
name	NOUN	15	batmanforever
switch	NOUN	14	batmanforever
desk	NOUN	1	batmanforever
video	NOUN	4	batmanforever
phone	NOUN	4	batmanforever
light	NOUN	47	batmanforever
life	NOUN	14	batmanforever
button	NOUN	9	batmanforever
image	NOUN	11	batmanforever
box	NOUN	13	batmanforever
corner	NOUN	14	batmanforever
tv	NOUN	2	batmanforever
picture	NOUN	12	batmanforever
talk	NOUN	11	batmanforever
show	NOUN	16	batmanforever
progress	NOUN	6	batmanforever
host	NOUN	11	batmanforever
VONDELLE	NOUN	0	batmanforever
talk	NOUN	11	batmanforever
panel	NOUN	10	batmanforever
expert	NOUN	3	batmanforever
mutilation	NOUN	1	batmanforever
night	NOUN	8	batmanforever
excuse	NOUN	9	batmanforever
VONDELLE	NOUN	0	batmanforever
month	NOUN	2	batmanforever
repair	NOUN	8	batmanforever
today	NOUN	4	batmanforever
topic	NOUN	2	batmanforever
fighter	NOUN	3	batmanforever
face	NOUN	22	batmanforever
shot	NOUN	38	batmanforever
panel	NOUN	10	batmanforever
screen	NOUN	16	batmanforever
expert	NOUN	3	batmanforever
cause	NOUN	7	batmanforever
crime	NOUN	2	batmanforever
super	NOUN	5	batmanforever
-	NOUN	0	batmanforever
villain	NOUN	2	batmanforever
conflict	NOUN	9	batmanforever
crime	NOUN	2	batmanforever
audience	NOUN	4	batmanforever
gender	NOUN	2	batmanforever
bias	NOUN	5	batmanforever
expert	NOUN	3	batmanforever
pipe	NOUN	9	batmanforever
credo	NOUN	1	batmanforever
fight	NOUN	9	batmanforever
conflict	NOUN	9	batmanforever
orphan	NOUN	5	batmanforever
bar	NOUN	19	batmanforever
victim	NOUN	2	batmanforever
bleep	NOUN	2	batmanforever
end	NOUN	18	batmanforever
panel	NOUN	10	batmanforever
part	NOUN	18	batmanforever
word	NOUN	11	batmanforever
woman	NOUN	4	batmanforever
_	NOUN	0	batmanforever
reaction	NOUN	7	batmanforever
_	NOUN	0	batmanforever
crime	NOUN	2	batmanforever
city	NOUN	3	batmanforever
creator	NOUN	2	batmanforever
hero	NOUN	7	batmanforever
hot	NOUN	21	batmanforever
audience	NOUN	4	batmanforever
screen	NOUN	16	batmanforever
graphic	NOUN	6	batmanforever
crimefighter	NOUN	0	batmanforever
VONDELLE	NOUN	0	batmanforever
hand	NOUN	16	batmanforever
tv	NOUN	2	batmanforever
screen	NOUN	16	batmanforever
reflection	NOUN	8	batmanforever
glass	NOUN	12	batmanforever
face	NOUN	22	batmanforever
face	NOUN	22	batmanforever
man	NOUN	13	batmanforever
blood	NOUN	6	batmanforever
hand	NOUN	16	batmanforever
leather	NOUN	2	batmanforever
side	NOUN	14	batmanforever
lipstick	NOUN	3	batmanforever
leather	NOUN	2	batmanforever
outfit	NOUN	4	batmanforever
choker	NOUN	4	batmanforever
o	NOUN	3	batmanforever
spike	NOUN	17	batmanforever
razor	NOUN	2	batmanforever
blade	NOUN	9	batmanforever
earring	NOUN	1	batmanforever
doberman	NOUN	1	batmanforever
set	NOUN	45	batmanforever
arm	NOUN	8	batmanforever
face	NOUN	22	batmanforever
blonde	NOUN	3	batmanforever
side	NOUN	14	batmanforever
kitten	NOUN	2	batmanforever
girl	NOUN	5	batmanforever
dream	NOUN	8	batmanforever
business	NOUN	9	batmanforever
leather	NOUN	2	batmanforever
baby	NOUN	8	batmanforever
face	NOUN	22	batmanforever
no	NOUN	6	batmanforever
face	NOUN	22	batmanforever
hideaway	NOUN	2	batmanforever
middle	NOUN	9	batmanforever
half	NOUN	6	batmanforever
order	NOUN	24	batmanforever
leather	NOUN	2	batmanforever
domain	NOUN	5	batmanforever
club	NOUN	11	batmanforever
face	NOUN	22	batmanforever
bat	NOUN	10	batmanforever
fun	NOUN	4	batmanforever
limb	NOUN	6	batmanforever
limb	NOUN	6	batmanforever
bone	NOUN	6	batmanforever
crunch	NOUN	7	batmanforever
hand	NOUN	16	batmanforever
rubber	NOUN	7	batmanforever
suit	NOUN	10	batmanforever
thinking	NOUN	15	batmanforever
laceland	NOUN	0	batmanforever
demeanor	NOUN	1	batmanforever
change	NOUN	20	batmanforever
face	NOUN	22	batmanforever
hand	NOUN	16	batmanforever
incursion	NOUN	3	batmanforever
despair	NOUN	3	batmanforever
campaign	NOUN	7	batmanforever
psyche	NOUN	3	batmanforever
knee	NOUN	3	batmanforever
face	NOUN	22	batmanforever
organ	NOUN	6	batmanforever
spine	NOUN	5	batmanforever
time	NOUN	15	batmanforever
dinner	NOUN	2	batmanforever
face	NOUN	22	batmanforever
murder	NOUN	3	batmanforever
plan	NOUN	7	batmanforever
face	NOUN	22	batmanforever
bicycle	NOUN	2	batmanforever
service	NOUN	18	batmanforever
road	NOUN	2	batmanforever
envelope	NOUN	6	batmanforever
shirt	NOUN	2	batmanforever
pocket	NOUN	11	batmanforever
cage	NOUN	6	batmanforever
bat	NOUN	10	batmanforever
hand	NOUN	16	batmanforever
scanner	NOUN	4	batmanforever
distance	NOUN	8	batmanforever
reading	NOUN	19	batmanforever
sonar	NOUN	1	batmanforever
hitch	NOUN	12	batmanforever
sir	NOUN	2	batmanforever
prototype	NOUN	1	batmanforever
time	NOUN	15	batmanforever
thing	NOUN	12	batmanforever
doorbell	NOUN	1	batmanforever
ring	NOUN	15	batmanforever
keyboard	NOUN	2	batmanforever
image	NOUN	11	batmanforever
screen	NOUN	16	batmanforever
story	NOUN	6	batmanforever
face	NOUN	22	batmanforever
news	NOUN	5	batmanforever
footage	NOUN	2	batmanforever
return	NOUN	29	batmanforever
screen	NOUN	16	batmanforever
list	NOUN	7	batmanforever
text	NOUN	4	batmanforever
portrait	NOUN	2	batmanforever
research	NOUN	4	batmanforever
mind	NOUN	13	batmanforever
interest	NOUN	10	batmanforever
lady	NOUN	3	batmanforever
image	NOUN	11	batmanforever
graphic	NOUN	6	batmanforever
crimefighter	NOUN	0	batmanforever
crime	NOUN	2	batmanforever
eye	NOUN	6	batmanforever
night	NOUN	8	batmanforever
cave	NOUN	3	batmanforever
bat	NOUN	10	batmanforever
parent	NOUN	3	batmanforever
wake	NOUN	9	batmanforever
rain	NOUN	4	batmanforever
tear	NOUN	9	batmanforever
night	NOUN	8	batmanforever
beat	NOUN	34	batmanforever
field	NOUN	21	batmanforever
night	NOUN	8	batmanforever
storm	NOUN	8	batmanforever
sir	NOUN	2	batmanforever
parent	NOUN	3	batmanforever
loss	NOUN	8	batmanforever
bat	NOUN	10	batmanforever
scream	NOUN	6	batmanforever
eye	NOUN	6	batmanforever
fear	NOUN	8	batmanforever
beat	NOUN	34	batmanforever
time	NOUN	15	batmanforever
monster	NOUN	5	batmanforever
screen	NOUN	16	batmanforever
crime	NOUN	2	batmanforever
fear	NOUN	8	batmanforever
fear	NOUN	8	batmanforever
envelope	NOUN	6	batmanforever
time	NOUN	15	batmanforever
bit	NOUN	15	batmanforever
attention	NOUN	6	batmanforever
one	NOUN	9	batmanforever
door	NOUN	5	batmanforever
expression	NOUN	9	batmanforever
pounding	NOUN	11	batmanforever
source	NOUN	11	batmanforever
pounding	NOUN	11	batmanforever
middle	NOUN	9	batmanforever
landlady	NOUN	1	batmanforever
rent	NOUN	9	batmanforever
eviction	NOUN	2	batmanforever
notice	NOUN	11	batmanforever
lock	NOUN	15	batmanforever
door	NOUN	5	batmanforever
crack	NOUN	24	batmanforever
surprise	NOUN	6	batmanforever
check	NOUN	38	batmanforever
people	NOUN	6	batmanforever
sport	NOUN	9	batmanforever
magazine	NOUN	6	batmanforever
stock	NOUN	27	batmanforever
market	NOUN	9	batmanforever
ticker	NOUN	3	batmanforever
half	NOUN	6	batmanforever
painting	NOUN	8	batmanforever
sculpture	NOUN	4	batmanforever
blueprint	NOUN	3	batmanforever
corner	NOUN	14	batmanforever
circus	NOUN	6	batmanforever
booth	NOUN	4	batmanforever
manikin	NOUN	3	batmanforever
green	NOUN	14	batmanforever
lizard	NOUN	2	batmanforever
question	NOUN	11	batmanforever
sofa	NOUN	1	batmanforever
tv	NOUN	2	batmanforever
way	NOUN	13	batmanforever
destiny	NOUN	3	batmanforever
mankind	NOUN	1	batmanforever
world	NOUN	9	batmanforever
favor	NOUN	9	batmanforever
course	NOUN	13	batmanforever
rent	NOUN	9	batmanforever
seat	NOUN	16	batmanforever
couch	NOUN	4	batmanforever
experiment	NOUN	5	batmanforever
time	NOUN	15	batmanforever
for-	NOUN	0	batmanforever
headband	NOUN	1	batmanforever
head	NOUN	42	batmanforever
tv	NOUN	2	batmanforever
evening	NOUN	6	batmanforever
soap	NOUN	4	batmanforever
story	NOUN	6	batmanforever
tv	NOUN	2	batmanforever
box	NOUN	13	batmanforever
generation	NOUN	7	batmanforever
tv	NOUN	2	batmanforever
balm	NOUN	2	batmanforever
mind	NOUN	13	batmanforever
masse	NOUN	1	batmanforever
deadener	NOUN	0	batmanforever
switch	NOUN	14	batmanforever
beam	NOUN	13	batmanforever
engulfs	NOUN	2	batmanforever
landlady	NOUN	1	batmanforever
image	NOUN	11	batmanforever
screen	NOUN	16	batmanforever
kissing	NOUN	3	batmanforever
couple	NOUN	9	batmanforever
mid	NOUN	1	batmanforever
-	NOUN	0	batmanforever
air	NOUN	15	batmanforever
pov	NOUN	0	batmanforever
foot	NOUN	14	batmanforever
bed	NOUN	13	batmanforever
lover	NOUN	3	batmanforever
embrace	NOUN	6	batmanforever
hand	NOUN	16	batmanforever
front	NOUN	13	batmanforever
eye	NOUN	6	batmanforever
expression	NOUN	9	batmanforever
pain	NOUN	7	batmanforever
tv	NOUN	2	batmanforever
mind	NOUN	13	batmanforever
fact	NOUN	4	batmanforever
electrode	NOUN	1	batmanforever
forehead	NOUN	2	batmanforever
mind	NOUN	13	batmanforever
thought	NOUN	17	batmanforever
energy	NOUN	7	batmanforever
iq	NOUN	1	batmanforever
aura	NOUN	3	batmanforever
form	NOUN	23	batmanforever
head	NOUN	42	batmanforever
announcer	NOUN	2	batmanforever
intelligence	NOUN	5	batmanforever
crowd	NOUN	6	batmanforever
baby	NOUN	8	batmanforever
home	NOUN	17	batmanforever
information	NOUN	5	batmanforever
highway	NOUN	1	batmanforever
attention	NOUN	6	batmanforever
kid	NOUN	7	batmanforever
ramp	NOUN	8	batmanforever
ad	NOUN	2	batmanforever
man	NOUN	13	batmanforever
brain	NOUN	7	batmanforever
tv	NOUN	2	batmanforever
brain	NOUN	7	batmanforever
interruption	NOUN	3	batmanforever
announcer	NOUN	2	batmanforever
brain	NOUN	7	batmanforever
police	NOUN	2	batmanforever
complex	NOUN	5	batmanforever
police	NOUN	2	batmanforever
office	NOUN	7	batmanforever
degree	NOUN	7	batmanforever
wall	NOUN	9	batmanforever
door	NOUN	5	batmanforever
spark	NOUN	8	batmanforever
love	NOUN	10	batmanforever
letter	NOUN	8	batmanforever
expert	NOUN	3	batmanforever
opinion	NOUN	6	batmanforever
letter	NOUN	8	batmanforever
taps	NOUN	21	batmanforever
finger	NOUN	7	batmanforever
psychiatrist	NOUN	1	batmanforever
one	NOUN	9	batmanforever
charm	NOUN	8	batmanforever
occasion	NOUN	6	batmanforever
night	NOUN	8	batmanforever
book	NOUN	15	batmanforever
behavior	NOUN	4	batmanforever
wicker	NOUN	2	batmanforever
doll	NOUN	2	batmanforever
hand	NOUN	16	batmanforever
doll	NOUN	2	batmanforever
dream	NOUN	8	batmanforever
warden	NOUN	1	batmanforever
sentry	NOUN	1	batmanforever
dream	NOUN	8	batmanforever
expression	NOUN	9	batmanforever
thing	NOUN	12	batmanforever
dream	NOUN	8	batmanforever
eye	NOUN	6	batmanforever
beat	NOUN	34	batmanforever
letter	NOUN	8	batmanforever
opinion	NOUN	6	batmanforever
letter	NOUN	8	batmanforever
writer	NOUN	2	batmanforever
wacko	NOUN	1	batmanforever
term	NOUN	8	batmanforever
syndrome	NOUN	2	batmanforever
style	NOUN	12	batmanforever
work	NOUN	34	batmanforever
guy	NOUN	5	batmanforever
wacko	NOUN	1	batmanforever
smile	NOUN	3	batmanforever
research	NOUN	4	batmanforever
desk	NOUN	1	batmanforever
spot	NOUN	20	batmanforever
print	NOUN	11	batmanforever
wall	NOUN	9	batmanforever
bat	NOUN	10	batmanforever
thing	NOUN	12	batmanforever
bat	NOUN	10	batmanforever
gaze	NOUN	2	batmanforever
rorschach	NOUN	1	batmanforever
People	NOUN	6	batmanforever
fact	NOUN	4	batmanforever
ink	NOUN	5	batmanforever
blot	NOUN	4	batmanforever
bat	NOUN	10	batmanforever
line	NOUN	36	batmanforever
question	NOUN	11	batmanforever
thing	NOUN	12	batmanforever
bat	NOUN	10	batmanforever
obsession	NOUN	2	batmanforever
fear	NOUN	8	batmanforever
moment	NOUN	6	batmanforever
terror	NOUN	4	batmanforever
life	NOUN	14	batmanforever
moment	NOUN	6	batmanforever
bat	NOUN	10	batmanforever
bat	NOUN	10	batmanforever
image	NOUN	11	batmanforever
cancer	NOUN	5	batmanforever
mind	NOUN	13	batmanforever
life	NOUN	14	batmanforever
stretch	NOUN	20	batmanforever
letter	NOUN	8	batmanforever
writer	NOUN	2	batmanforever
escape	NOUN	15	batmanforever
obsession	NOUN	2	batmanforever
insight	NOUN	4	batmanforever
couch	NOUN	4	batmanforever
watch	NOUN	13	batmanforever
oop	NOUN	0	batmanforever
time	NOUN	15	batmanforever
line	NOUN	36	batmanforever
clothe	NOUN	3	batmanforever
dress	NOUN	21	batmanforever
expression	NOUN	9	batmanforever
smile	NOUN	3	batmanforever
circus	NOUN	6	batmanforever
edge	NOUN	10	batmanforever
sky	NOUN	2	batmanforever
flag	NOUN	12	batmanforever
roof	NOUN	5	batmanforever
night	NOUN	8	batmanforever
season	NOUN	6	batmanforever
son	NOUN	2	batmanforever
outfit	NOUN	4	batmanforever
cape-	NOUN	0	batmanforever
race	NOUN	10	batmanforever
